Text,Boolean Questions
,
What lessons have we learnt from #COVID19 to advance innovations for #TB elimination. Looking forward to @theNASEM workshop tomorrow @ICMRDELHI @DBTIndia @BIRAC_2012 @shekhar_mande @PrinSciAdvGoI @StopTB @WHO @TheUnion_TBLH @Afroscientist @ProfAbdoolKarim @VictorDzau @MRCza https://t.co/s7iGhxYVYd,"['Is there a cure for tb in india?', 'Is there a cure for tuberculosis?', 'Is it possible to prevent tb in india?']"
,
"3) At the two hospitals in Jacksonville, the number of Covid-19 patients is higher than last summer, and higher than over the winter. “It’s very frustrating,” said Dr. Leon L. Haley Jr. “Each day we continue to go up. There’s no sense of when things are going to curtail.”","['Are there any covid-19 patients in jacksonville?', 'Is the number of covid-19 patients higher than last summer?', 'Are there any covid 19 patients in jacksonville?']"
,
Will healthcare undergo significant transformation in the post Coronavirus pandemic era? Join us today at 7:00 PM on MEDtalks with Dr K K Aggarwal for a discussion on the evolution of health care systems in the post-COVID era. Just click on https://t.co/yGKyu4uWQS https://t.co/JkLHlqBHs3,"['Is there a cure for coronary artery disease?', 'Is there a cure for coronavirus?', 'Is there going to be a coronavirus pandemic?']"
,
2) “Orphanhood and caregiver deaths are a hidden pandemic resulting from COVID-19-associated deaths. Accelerating equitable vaccine delivery is key to prevention.” https://t.co/9VY7QsvquY,"['Is there such a thing as orphanhood and caregiver deaths?', 'Is there a pandemic of covid-19?', 'Is there such a thing as orphanhood deaths?']"
,
17/n STAY AT HOME; wear a mask. Isolate. Do not attend crowded places (rallies or melas) with poor ventilation.,"['Do you have to wear a mask at home?', 'Do you need a mask to go to the mall?', 'Do you have to wear a mask at all times?']"
,
#askdrkk  कया गंभीर #COVID19 संक्रमण से उबरने वाले रोगियों को वैक्सीन लेना चाहिए? https://t.co/yXL3es19ud,"['Is there such a thing as an askdrkk?', 'Is there such a thing as askdrkk?', 'Is askdrkk the same as covid19?']"
,
"Ontario: Daily new #COVID19 cases, deaths, resolved with 7 day averages from Feb 1, 2021. #COVID19Ontario     7 day average: 150📉  Total active cases: 1334📉 https://t.co/dxfyPb1Vq1","['Is there a cure for covid19 in ontario?', 'Is there a cure for covid in ontario?', 'Is there still a covid in ontario?']"
,
"It’s inevitable that cases will emerge. Schools must encourage students and staff to stay home when sick, ensure testing to promptly identify cases, clusters and outbreaks as they emerge, and conduct contact tracing in combination with isolation and quarantine as needed. 17/","['Is it possible to get sick in schools?', 'Is it possible to be sick in schools?', 'Is it possible for a child to get sick?']"
,
Variants of concern (VOC) in Ontario  Source: https://t.co/zC90S5ex4c https://t.co/7RJJ9a2VAB,"['Is there a variation of concern in ontario?', 'Is there a variable of concern in ontario?', 'Is there such thing as a voc in ontario?']"
,
"2/n What do we know about the ""real world"" effectiveness of the current vaccines against this variant? How many fully vaccinated people got SARS-C2-Delta after being fully vaccinated?","['Is there a vaccine for sars c2 delta?', 'Is there a vaccine against sars-c2 delta?', 'Is there a vaccine against sars c2 delta?']"
,
"We found #COVID19 #Sputnikvaccine sera had reasonable neut titers against WT &amp; B.1.1.7, but their GMT were 6.3 and 2.8 fold lower against B.1.351 and E484K. But comparing IC50 data alone is misleading (2/n) https://t.co/1kC5MiAJka","['Is the titer of covid19 true or false?', 'Is covid19 a true or false titer?', 'Is covid19 a true or false titer?']"
,
The Pfizer vaccine holds up well against the Delta variant. https://t.co/gtSKqW9KgZ,"['Is the delta vaccine true or false?', 'Is the delta vaccine a true or false vaccine?', 'Does the delta variant of the pfizer vaccine work?']"
,
"Inspiring stories of women contributing to #COVID19 crisis, many very young. 70% of the health workforce is made up of women - they are the real heroes of the pandemic! https://t.co/IEsvu0bDue","['Is the pandemic of covid19 true or false?', 'Is there such thing as a lack of women in the world?', 'Is there a cure for covid19?']"
,
"Thank you Foreign Minister @moteging, @MofaJapan_en for outlining how Japan’s shared doses will be distributed through the #COVAX Facility and for reiterating your support for the @Gavi #COVAX AMC. We welcome Japan’s commitment to vaccine equity. #OneWorldProtected https://t.co/jHpPQfbysU","['Is there a vaccine in japan?', 'Is there a difference between true and false vaccines?', 'Is there a vaccine in the united states?']"
,
#COVID19 testing in #Ontario   - PHO % positive 1.0% (pink)  - Calculated % pos 1.1% (orange)  - Testing: 11567/day (green)  - Under investigation: 4198 today (red)  #COVID19Ontario #CovidTesting #onpoli https://t.co/ewjoqLvfvM,"['Is there a phh positive in ontario?', 'Is phh positive in ontario?', 'Is the phh positive in ontario?']"
,
"#COVAX urges all regional, national and local government authorities to recognize as fully vaccinated all people who have received #COVID19 vaccines that have been deemed safe &amp; effective by WHO PQ or Stringent regulatory agencies: https://t.co/5dfWHDIcPl","['Is the covax vaccine true or false?', 'Is the covax vaccine safe and effective?', 'Is it safe to get the covax vaccine?']"
,
"@sushantsareen 3 possible reasons- 1. Virus mutations. Every time the virus mutates, it will mutate towards path of least resistance. So after the older generation it is shifting to middle aged ones and sooner might effect children.  2. Carelessness in taking precautions. 3. Delay in treatment","['Is it possible for a virus to mutate?', 'Is it possible for the virus to mutate?', 'Is there such thing as a mutated virus?']"
,
RT @Cleavon_MD: The #DeltaVariant is 10 times as infectious than the original strain of COVID &amp; rampant in #Missouri. Look at this graph. O…,"['Is deltaariant the same as covid?', 'Is the deltaariant the same as covid?', 'Is deltavariant the same as covid?']"
,
3 billion #COVID19 vaccines administered would be an incredible global victory if they had been distributed equitably to protect those at highest risk around the world. #ShareDosesNow to help the rest of the world catch up! #OneWorldProtected https://t.co/mlHeoVJKPH,"['Is it possible to get the covid19 vaccine?', 'Is there such a thing as the covid19 vaccine?', 'Is there such a thing as covid19 vaccine?']"
,
"Schools can open safely this fall, but layers of protection are crucial—including vaccination, masking, ventilation, and physical distancing. Our team does a deep dive into the science. https://t.co/FHInANPOfX https://t.co/TIBq8uZQfX","['Is it safe to go to school in fall?', 'Is it safe to go to school in the fall?', 'Can you go to school in the fall?']"
,
"Like other disease elimination efforts, polio was set back by #COVID19. To overcome the final barriers to eradication, the GPEI's new strategy aims to improve community engagement, integrate with other health services and innovate to #EndPolio for good: https://t.co/5LI7veG5Q0 https://t.co/8H6SwDkDNM","['Is there a cure for polio?', 'Is there polio in the united states?', 'Is there a cure for polio in the united states?']"
,
Do not throw your used masks irresponsibly in the common dustbins especially if you’ve been infected with #COVID19 . This may lead to further spread of the virus.  ——— - HCFI Dr KK Research Fund https://t.co/nby4VNioAj,"['Do you have to throw your mask in the trash?', 'Do you have to throw your mask in the garbage?', 'Is it safe to throw your mask in the trash?']"
,
Antigen antibodies Reactions in COVID 49/1791 https://t.co/TxEhpUWGtB,"['Is there a true or false reaction to antigens?', 'Is there a difference between true and false antibodies?', 'Is there a difference between true and false antigens?']"
,
RT @BuffyWicks: We’re so fortunate to have developed such an effective vaccine for #COVID19 so fast. It’s free. It’s widely available. And…,"['Is there a vaccine for covid19?', 'Is there a vaccine for covid19?', 'Is there a vaccine for covid 19?']"
,
1/2 Asking for help. Someone had lined up the sequence similarities of the NON-spike proteins of SARS-Cov2 with other coronaviruses. Can they repost ? Please ?,"['Is there a difference between sars and coronavirus?', 'Is sars and coronavirus the same thing?', 'Is sars and coronavirus the same?']"
,
"10) I’m sorry, but orphaned children is not okay @BorisJohnson @sajidjavid — but yet 1.5 mil kids and ~8500 UK 🇬🇧 kids were orphaned by #COVID19 so far in the pandemic. Your decision to callously reopen will hurt future generations. https://t.co/rSayBPLAr6","['Is it okay to have orphans in the uk?', 'Is it possible to have orphans in the uk?', 'Is it possible to be orphaned in the uk?']"
,
Adults need to keep their vaccinations up to date because immunity from childhood vaccines can wear off over time. Join us today at 7:00 PM on Dr. KKs MEDtalks as our panelists discuss what you need to know about adult vaccination. Just click on https://t.co/Vp82wlaE6i https://t.co/QQXQhGK7rs,"['Is it important to keep your child vaccinated?', 'Is it important to keep your vaccines up to date?', 'Is it important to keep your child immunized?']"
,
"6) the longer we wait, the more we might see this VE waning… the trend is very significant. Vaccines are excellent and please vaccinate to protect yourself but we need more than just vaccines alone to contain #DeltaVariant total spread. That’s the truth. https://t.co/MAOWVJ4Vu2","['Is there a cure for venous hypertension?', 'Is there a difference between true and false vaccines?', 'Is there a vaccine for venous infection?']"
,
"It's #WorldMaskWeek.    Wearing masks significantly reduces spread of Covid, even of variant strains.    The pandemic isn't over. Protect yourself and your community by masking up, avoiding indoor crowds, and getting vaccinated as soon as you can. #ThanksForMasking https://t.co/ssbOvGuX1K","['Can you get covid from wearing a mask?', 'Is it possible to get covid from wearing a mask?', 'Is it safe to wear a mask for covid?']"
,
"Ontario: Daily new #COVID19 cases, deaths, resolved with 7 day averages from Feb 1, 2021. #COVID19Ontario     7 day average: 152📉  Total active cases: 1354📉 https://t.co/37lvYsR279","['Is there a cure for covid19 in ontario?', 'Is there a cure for covid in ontario?', 'Is there still a covid in ontario?']"
,
22) large numbers of experts (including @JeromeAdamsMD) now support masks even if vaccinated. @CDCDirector needs to update mask rules ASAP now in light of the new data^ https://t.co/bBv47DEurT,"['Do you have to be vaccinated to wear a mask?', 'Do you have to be vaccinated to use a mask?', 'Do you need to be vaccinated to wear a mask?']"
,
"JULY 22: #COVID19 in #Ontario  185 cases, 7 deaths, 149 resolved*  19599 tests/day, 7380 pending, 0.9% pos  141 in ICU (84 on ventilator)🏥    +125,166 vaccinations💉  79.9% of age 12+ ≥1 dose💉  (64.0% = 2 doses)  See thread for more graphs📉⤵️  #onhealth #COVID19ontario https://t.co/jD3nS19bu8","['Is there a vaccine for covid in ontario?', 'Is there a vaccine for covidiosis in canada?', 'Is there a cure for covidiosis in canada?']"
,
1/3 Why get vaccinated if you are young and healthy ?   1. Because the disease caused by B1.1.7 can be severe. The Pfizer vaccine protects (and possibly same for Moderna and J/J). B1.1.7 CAN kill you....even if you feel perfectly healthy now  https://t.co/DujNewMGjZ,"['Can the b11.7 vaccine kill you?', 'Can a person die from b1.1.7?', 'Is it safe to get a b11.7 vaccine?']"
,
"Increasing vaccination rates will be most effective if tailored to each community, addressing both convenience and concerns, and avoiding communication or partisanship that can increase resistance. 12/","['Is there a difference between true and false vaccination rates?', 'Is there a difference between true or false vaccination rates?', 'Is there a difference between true and false vaccines?']"
,
"Globally, we’re far from the end of the pandemic. Delta is at least two times more contagious than the original virus, which means it will infect and kill more people. 2/","['Is delta the most contagious virus in the world?', 'Is delta the same as delta virus?', 'Is delta the same as the original virus?']"
,
Variants of concern (VOC) in Ontario  Source: https://t.co/P7Yka1BXfl https://t.co/AN8PAatIZ3,"['Is there a variation of concern in ontario?', 'Is there a variable of concern in ontario?', 'Is there a voc in ontario?']"
,
#COVID19 testing in #Ontario   - PHO % positive 0.9% (pink)  - Calculated % pos 0.9% (orange)  - Testing: 19599/day (green)  - Under investigation: 7380 today (red)  #COVID19Ontario #CovidTesting #onpoli https://t.co/He4z7du29Y,"['Is there a phh positive in ontario?', 'Is phh positive in ontario?', 'Is there a phh positive test in ontario?']"
,
"2) @comcast, why are you putting profits over public health? https://t.co/jzR5mnXszr","['Is comcast putting profits over public health?', 'Is comcast putting profits before the public health?', 'Is comcast putting profits above the public health?']"
,
"*Cases under-reported: Not all infected persons tested. Cases after 1pm yesterday not included until tmr's count.    ""Resolved"" = 14d after symptom onset if not hospitalized/deceased, not accounting for complications.  Source: https://t.co/9UBjYKWgQ7","['Is there such a thing as an infected person?', 'Is there a difference between true and false?', 'Is there a chance of being infected?']"
,
"1/n Please pay attention, please. I'm afraid that we are falling behind in this COVID race. There are at least 4 variants of concern: variants arising in London, Manaus, Japan and South Africa.","['Is there a covid race in south africa?', 'Is there a covid race in manaus?', 'Is there a covid race in japan?']"
,
8/n And what do we know about the virulence of B1617. B117 (UK variant) is clearly more pathogenic— although protected by vaccination. One would expect B1617 to also be more infectious and virulent. Any real (human) data ?,"['Is it possible to be infected with b117?', 'Is it possible to have a b117 infection?', 'Is it possible to be infected with b1617?']"
,
Here's more evidence to prove the hypothesis that we've been advancing over several months https://t.co/PJRrRXfwe8,"[""Is there any evidence to support the hypothesis that we've been advancing?"", ""Is it true or false that we've been advancing in the last few months?"", ""Is it true or false that we've been progressing over the last few months?""]"
,
"4/ COVID vaccines may be enough to keep us all safe once we've controlled SARS-CoV-2 transmission in the community, but we're not there yet. The Delta variant is driving a lot more transmission.    We're still on a NASCAR track and need our helmet and airbags (e.g. indoor masking).","['Do you need a helmet for nascar?', 'Is the delta the same as sars?', 'Is the delta the same as the sars?']"
,
"The Delta variant is ~50-60% more transmissible than the Alpha variant, which was already 50% more transmissible than the prevailing #SARSCoV2 (D614G), which had already replaced the initial pandemic strain! GET vaccinated. Help humanity. Help the world.🙏 https://t.co/llyiHCVnKS","['Is the delta variant the same as the alpha variant?', 'Is delta the same as sarscov2?', 'Is the delta variant the same as the alpha?']"
,
14/n So overall suggestions  1. Release data or appoint from a clinical body to assess the reality of viral breakthrough after vaccination     2. Release data about oxygen supply chain problem and appoint a commission to solve it ASAP.,"['Is there such a thing as viral breakthrough after vaccination?', 'Is there such a thing as viral breakthrough after vaccination?', 'Is there such thing as a viral breakthrough after vaccination?']"
,
"@pattysullivan It's a good question and not an easy one. The lower the community rate, the lower the risk to kids and all. But there's no evidence that delta causes more severe illness among those it infects - since it infects many more people, more will get ill.","['Does delta have a higher risk of dying?', 'Is delta the same as delta virus?', 'Does delta have a higher risk of death?']"
,
"3) Oravax is also developing the capsule as a booster for people who have been vaccinated against Covid-19 before, though its plans to test this are unclear .","[""Is oravax's covid-19 capsule a booster?"", 'Is oravax capsule a covid-19 booster?', 'Is oravax covid-19 a booster?']"
,
Why the big difference? Read our preprint. Which are the vaccines that utilize @P-stabilzied Spike and which do not. HOWEVER. VERY IMPORTANT. VACCIINE DOES WORK. EVEN AGAINST E484K. Real-world protective efficacy may even be higher due to T-cell immunity &amp; Fc effector functions.,"['Is there a difference between true or false t-cell immunity?', 'Is there a difference between true and false vaccines?', 'Is there a difference between t-cell and fc vaccine?']"
,
"2) The vaccine should be “much more resistant to Covid-19 variants,” Kidron said, as it trains the immune system against three viral proteins instead of the single protein targeted by Pfizer and Moderna shots.  ￼","['Is the covid-19 vaccine the same as pfizer?', 'Is covid-19 vaccine the same as pfizer?', 'Is the covid-19 vaccine better than the pfizer vaccine?']"
,
@BeagleForPres Delta is more transmissible so it may lead to more cases in kids. Most have mild/no symptoms when infected but some can develop serious illness or get long Covid (need more data). It's reasonable for vaccinated parents to be more cautious &amp; get tested after known Covid contact.,"['Is it possible to get delta from covid?', 'Is it possible for a child to get delta?', 'Can you get delta from a covid vaccine?']"
,
@Sundal27883963 @medtalksin U can safely take the vaccine but under the supervision of your treating doctor,"['Can you take the vaccination without a prescription?', 'Can you take the vaccination without a doctor?', 'Is it safe to take the flu vaccine?']"
,
@goelarts Send a WhatsApp on +91 85950 41424 / +91 99719 94518 mentioning you need consultation from Dr KK. The team will get back.,"['Is there a difference between true and false?', 'Is dr kk the same as goelarts?', 'Is there a difference between true or false?']"
,
#COVID19Ontario:   Daily new cases vs. test % positivity in #Ontario  Line = 7 day moving average. #COVIDー19 #onhealth https://t.co/m4RdU1HOTC,"['Is there a moving average for ontario line?', 'Is there a moving average for cancer in ontario?', 'Is there a 7 day moving average in ontario?']"
,
Ontario #CovidVaccine progress💪🏻💉📈  All Ontarians aged 12+ are now eligible to book an appointment to receive their 2nd dose.  Book here! https://t.co/dd7uJqdNs5 #ontariovaccine https://t.co/dS8xYKAAQA,"['Is it possible to get a covid vaccine in ontario?', 'Is it possible to get the covid vaccine in ontario?', 'Can you get the covid vaccine in ontario?']"
,
"3/n Now, let's get practical. I've spoken to several people on the ground in India, and here are the immediate needs in terms of priorities. Several field hospitals are being set up, but there are dire infrastructural needs.","['Is there a need for field hospitals in india?', 'Is there a field hospital in india?', 'Is there a hospital in india?']"
,
RT @jonathanstea: It’s important to recognize that many individuals who espouse anti-vaccine views are themselves victims who have been tar…,"['Is there such a thing as an anti-vaccine movement?', 'Is there such a thing as anti-vaccine?', 'Is there such a thing as anti-vaccination?']"
,
"141/ If you are in a high-risk group (e.g. solid organ transplant recipient), it may make sense to get tested in consultation with an infectious disease specialist or immunologist. It’s important that the right test be ordered and interpreted correctly.","['Is a solid organ transplant the same as an infectious disease?', 'Is there such thing as a false positive for solid organ transplant?', 'Is there such a thing as an infectious disease?']"
,
"DMA,IMA-NDB CME understanding Vaccine Complications  40/1844 https://t.co/JPYDiHx2Ry","['Is dma and mna the same thing?', 'Is there a difference between nhs and dma?', 'Is there a difference between dma and mna?']"
,
#COVID19 testing in #Ontario   - PHO % positive 0.6% (pink)  - Calculated % pos 0.8% (orange)  - Testing: 21392/day (green)  - Under investigation: 6800 today (red)  #COVID19Ontario #CovidTesting #onpoli  https://t.co/clEY6oDkhF https://t.co/Qvashaqs4s,"['Is there a phh positive in ontario?', 'Is phh positive in ontario?', 'Is the phh positive in ontario?']"
,
Ontario #CovidVaccine progress💉💪🏻📈  All Ontarians aged 12+ are now eligible to book an appointment to receive their 2nd dose.  Book here! https://t.co/dd7uJqdNs5 #ontariovaccine https://t.co/sv1MOpvWhN,"['Is it possible to get the covid vaccine in ontario?', 'Is it possible to get a covid vaccine in ontario?', 'Is there a 2nd dose of ontario vaccine?']"
,
"While the risk of reinfection with delta after a natural infection is higher than compared to alpha (Wuhan) strain, the absolute risk is still very small and shows that the immunity acquired through natural infection appears durable out to at least 6 months and probably longer https://t.co/UjznQhX9y5","['Is it possible to get delta from a natural infection?', 'Is it possible to get delta from a natural source?', 'Is there a risk of delta infection after natural infection?']"
,
"Immunization can save your child's life. Vaccines are safe, effective, and prevent diseases. Join us at 7:00 PM on MEDtalks with Dr. KK Aggarwal as he throws light on why immunization in children should not be ignored. https://t.co/uGWX9W3XLl","[""Can an immunization save a child's life?"", 'Is it safe to immunize your child?', 'Is an immunization the same as a vaccine?']"
,
"4) Mine workers mostly men (42/44); median age 53.3. 18 of the workers had risk factors: high blood pressure (11/44), diabetes mellitus (4/44), or obesity (4/44). Miners lived onsite in separate rooms but shared meals and machine cabins. They also worked outside without masks.","['Is there a mask in the mines?', 'Is there a mask on the mines?', 'Did the miners live in the same cabins?']"
,
"Variants of concern (VOC) in Ontario  ""Includes B.1.617.2 cases identified by genomic analysis. Mutations common to B.1.617.2 are not included in the current VOC mutation test.""  Source: https://t.co/B5OhyDmO9x https://t.co/Xs79PXPiJD","['Is there a variant of concern in ontario?', 'Is there a variation of concern in ontario?', 'Is it possible to have a b virus in ontario?']"
,
#COVID19 ICU in #Ontario 🏥    ICU total: 158  ICU non-ventilated: 46  ICU+ventilator: 112    #COVIDー19 #COVID19Ontario #onpoli  https://t.co/mtNSo1NPRd https://t.co/KgiNdurkYN,"['Is there a ventilated icu in ontario?', 'Is there a ventilator in the icu ontario?', 'Is there a ventilator in the ontario icu?']"
,
89/ Older people also have weaker T-cell cytokine responses.  https://t.co/jxZXPwiOpT  https://t.co/w2KSGopXxC  https://t.co/1WLBuBmS0m,"['Is it true that older people have weaker t cell responses?', 'Do older people have stronger t cell responses?', 'Do older people have stronger t cell cytokine responses?']"
,
"Re: vax status of ICU/deaths - I haven't seen anything that gets updated on a daily basis but PHO publishes this every so often - interpret with caution due to the date range, but vast majority of ICU admissions/deaths are unvaccinated.  Source is here: https://t.co/VtLv1zNT4M https://t.co/9M6wqwciJh","['Is there a vax status in the icu?', 'Is it true that all icu deaths are unvaccinated?', 'Is it true that there is no vaccine in the icu?']"
,
"JULY 20: #COVID19 in #Ontario  127 cases, 2 deaths, 126 resolved*  13586 tests/day, 7994 pending, 0.9% pos  149 in ICU (98 on ventilator)🏥    +132,963 vaccinations💉  79.6% of age 12+ ≥1 dose💉  (62.2% = 2 doses)  See thread for more graphs📉⤵️  #onhealth #COVID19ontario https://t.co/AJdLSx3YIX","['Is there a vaccine for covidiosis in canada?', 'Is there a vaccine for covid in ontario?', 'Is there a cure for covidiosis in canada?']"
,
10) “The low Ct of positive PCR (high viral load) despite prior vaccination suggested that a complete vaccination scheme with BNT162b2 vaccine was not sufficient to prevent symptomatic SARS-CoV-2 infection and its transmission in this communal life without masks.” ➡️MASKS needed.,"['Is it possible to get sars virus without masks?', 'Is it possible to get sars without masks?', 'Can you get sars-cov-2 without masks?']"
,
"Testing is way down and more tests being done are at home antigen that aren’t reported. With hospitals saturated in South, even as more vulnerable people are protected by vaccines, it all suggests there’s far more infection then detected, and we’re deeper into this Delta wave https://t.co/S3JxK77M1t","['Is it possible to get an infection at home?', 'Is there a virus in the united states?', 'Is there an infection rate in the south?']"
,
"6) sink in—For every 2 adults who die due to #COVID19, 1 child is left without a family-caregiver. https://t.co/OEqjAOdX1C","['Is it true that 1 child is left without a family caregiver?', 'Is it true that 1 child is left without a caregiver?', 'Is it possible for a child to die from covid?']"
,
"RT @oni_blackstock: .@CDCgov says mask-wearing for vaccinated people, is ""a very individual choice.""  It's like the idea of #publichealth h…","['Do you have to wear a mask to get vaccinated?', 'Do you need a mask to get vaccinated?', 'Is it illegal to not wear a mask?']"
,
"But please don't worry excessively about breakthrough infections. The data doesn't suggest that we should. The greatest risk continues to be in unvaccinated people.     Please, consider getting vaccinated if you aren't already. They are how we end the pandemic for good.","['Is it safe to get vaccinated?', 'Is it possible to get vaccinated?', 'Do you have to get vaccinated against the flu?']"
,
"#COVID19 Ontario:  177 cases &amp; 6 deaths    No graphs today, have a safe &amp; happy Sunday!☀️😊","['Is there a graph for covid19 in ontario?', 'Is there a graph of covid in ontario?', 'Is there a graph for covid in ontario?']"
,
"12) “On Thursday, a key official at @CDCgov said the agency is exploring options to give patients with compromised immune systems third doses even before regulators broaden the emergency use authorization for coronavirus vaccines, a step that could come soon for Pfizer vaccine.","['Is there a third dose of coronavirus vaccine?', 'Is there a vaccine for coronavirus?', 'Is the coronavirus vaccine the same as pfizer?']"
,
#COVID19 ICU in #Ontario 🏥    ICU total: 149  ICU non-ventilated: 51  ICU+ventilator: 98    #COVIDー19 #COVID19Ontario #onpoli  https://t.co/mtNSo1NPRd https://t.co/y4HnmyfM6s,"['Is there a ventilated icu in ontario?', 'Is there a ventilator in the icu in ontario?', 'Is there a ventilator in the icu ontario?']"
,
“For Africa the worst is yet to come as the 3rd wave continues to gain speed” - the world can't afford to ignore Dr @MoetiTshidi’s warning. The pandemic is not over anywhere until it’s over everywhere. Equitable vaccine access is the only way forward: https://t.co/Wg98EN8y1x,"['Is there a 3rd wave of the pandemic?', 'Is there a 3rd wave of pandemic?', 'Is there a pandemic in africa?']"
,
Great news that @AstraZeneca’s #COVID19 vaccine demonstrated high levels of field protection of the Delta variant in this preprint. This vaccine has made up 90%+ of #COVAX deliveries so far worldwide &amp; is playing a vital role in lower-income countries: https://t.co/LMONHNbHs4,"['Is the delta variant the same as covax?', 'Is the delta variant the same as the covax vaccine?', 'Is the delta variant the same as covacx?']"
,
"@rubiconcapital_ Hi Kelly, at this point it's fair to be open minded to the idea...    1. Lockdowns should be avoided at all cost    2. Healthcare system has capacity issues    3. If Healthcare system is going to be overwhelmed, what can we do to preserve health/economy/as many freedoms as possible?","['Is there a lockdown in the healthcare system?', 'Is there a lockdown in the health care system?', 'Is there a lockdown in the hygienic system?']"
,
"Vaccines offer strong protection against Covid and are extremely safe. If you're unvaccinated, think seriously about getting vaccinated soon so you can do more things without worrying about the virus or posing a risk to other people. https://t.co/yushTVCTi5","['Is it safe to get vaccinated against covid?', 'Is it safe to be vaccinated against covid?', 'Do you have to get vaccinated against covid?']"
,
RT @EricBoehlert: Florida just reported 12k (!!) new cases in one day.  hard to overstate how badly DC press screwed up this spring  by por…,"['Is there a problem with the dc press?', 'Is there a dc press in florida?', 'Is the dc press a true or false press?']"
,
"11/n Are there field hospitals being set up ? If so, would people be comfortable with the army corps being deployed to manage them ? The requirements for mild/moderate Covid are simple ...","['Is there a field hospital in the army?', 'Is there field hospitals in the army?', 'Is a field hospital part of the army?']"
,
15 countries in EU now recognize #COVISHIELD for travelers https://t.co/fb56AEOvOt,"['Is it true that all eu countries recognize covisiild?', 'Is it true that all eu countries recognize covisheld?', 'Is it true that all countries in europe recognize covisiild?']"
,
"Israel is gearing up to host the first clinical trials of an oral 💊 #COVID19 vaccine, which could help boost access to vaccines around the world and serve as a more convenient booster in the future. But it’s an early proof of concept trial of 24 people.   https://t.co/L9amXqWVZh","['Is there a vaccine for covid19 in israel?', 'Is there a vaccine for covid19?', 'Is the covid19 vaccine true or false?']"
,
Is there any evidence in humans that either the Indian strain is more pathogenic or infectious ? Or that AZ is protective ? I know the lab data.,"['Is there any evidence that az is pathogenic to humans?', 'Is there any evidence that az is pathogenic to humans?', 'Is there any evidence that az is pathogenic in humans?']"
,
"Really important issue @devisridhar especially in parts of the world with low vaccination coverage. Impact on millions of children who are out of school is huge. All efforts must be made to open schools safely, where community transmission is contained &amp; precautions taken https://t.co/9OPwnlyGGj","['Is there a vaccine for polio in india?', 'Is it illegal to get vaccinated in india?', 'Is it possible for children to get vaccinated?']"
,
"JULY 19: #COVID19 in #Ontario  130 cases, 0 deaths, 153 resolved*  11567 tests/day, 4198 pending, 1.0% pos  151 in ICU (94 on ventilator)🏥    +91,320 vaccinations💉  79.5% of age 12+ ≥1 dose💉  (61.3% = 2 doses)  See thread for more graphs📉⤵️  #onhealth #COVID19ontario https://t.co/jRiQluZE19","['Is there a vaccine for covid in ontario?', 'Is there a vaccine for covid in ontario?', 'Is there a vaccine for covidiosis in canada?']"
,
Ontario #CovidVaccine progress📈💉💪🏻  All Ontarians aged 12+ are now eligible to book an appointment to receive their 2nd dose.  Book here! https://t.co/dd7uJqdNs5 #ontariovaccine https://t.co/XLsxNBKrfX,"['Is it possible to get the covid vaccine in ontario?', 'Is it possible to get a covid vaccine in ontario?', 'Is there a 2nd dose of ontario covid vaccine?']"
,
"3) I’m trying to find good things in the report—the 88% efficacy against hospitalization and 91% VE for severe #COVID19 death is good. But it is much weaker than the 93% reported 2 weeks ago for hospitalization, and 98% from May.     https://t.co/hiwWFfspiR https://t.co/dWcmJOVIAt","['Is there a difference between hospitalization and death?', 'Is there a difference between hospitalization and venous death?', 'Is there an 88% efficacy against hospitalization?']"
,
"I respectfully disagree, the definition of privilege is: a special right, advantage, or immunity granted or available only to a particular person or group - in this case, those with immunity. #GetVaccinated https://t.co/nZ9Gw9nJSC","['Is there such a thing as privilege?', 'Is privilege the same as immunity?', 'Is there a difference between privilege and privilege?']"
,
"So the moral of the story is get vaccinated. If you are really worried about breakthrough &amp; want to be extra cautious, consider adding other interventions (masks, distancing, ventilation, etc). I am continuing to wear masks in indoor public spaces, although #VaccinesWork.","['Is it safe to get vaccinated?', 'Is it possible to get vaccinated?', 'Is it safe to be vaccinated?']"
,
2) the CDC is right on ventilation and air disinfection in school classrooms. Here is how… https://t.co/yHIQz3KBQf,"['Is ventilation the same as air disinfection?', 'Is ventilation and air disinfection the same thing in schools?', 'Is ventilation and air disinfection the same in schools?']"
,
@SGalvin2 Agree. I find that most people not vaccinating just have questions/concerns and are not truly anti-vaxxers.,"[""Is it true that most people don't get vaxxed?"", ""Is it true that most people don't get vaccinated?"", 'Is it possible to not get vaccinated?']"
,
"Variants of concern (VOC) in Ontario  ""Includes B.1.617.2 cases identified by genomic analysis. Mutations common to B.1.617.2 are not included in the current VOC mutation test.""  Source: https://t.co/8NC9KgDIEh https://t.co/ZJI61vLisf","['Is b.1.617.2 a variant of concern in ontario?', 'Is there a variant of concern in ontario?', 'Is b.1.617.2 the same as voc?']"
,
"The #COVID19 pandemic has further exposed the challenges of vaccine nationalism, and the need to expand manufacturing in the Global South. Great interview with @AfricaCDC Director @JNkengasong on how Africa can manufacture more of its own vaccines: https://t.co/J4anW16j8p","['Is there a vaccine for cholera in africa?', 'Is there a vaccine for polio in africa?', 'Is there a vaccine for covid in africa?']"
,
